baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",2,10,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",3,8,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",4,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",5,4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",6,4,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",7,7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",8,NA,NA,NA,NA
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",9,NA,NA,NA,NA
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",10,NA,NA,NA,NA
selasi,Gbormittah,7,30,Client service associate,London,1,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
selasi,Gbormittah,7,30,Client service associate,London,2,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
selasi,Gbormittah,7,30,Client service associate,London,3,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread
selasi,Gbormittah,7,30,Client service associate,London,4,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros
selasi,Gbormittah,7,30,Client service associate,London,5,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
selasi,Gbormittah,7,30,Client service associate,London,6,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
selasi,Gbormittah,7,30,Client service associate,London,7,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
selasi,Gbormittah,7,30,Client service associate,London,8,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane
selasi,Gbormittah,7,30,Client service associate,London,9,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
selasi,Gbormittah,7,30,Client service associate,London,10,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,1,9,IN,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake
simon,Blackwell,2,31,Rugby Coach,Norfolk,2,11,OUT,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts"
simon,Blackwell,2,31,Rugby Coach,Norfolk,3,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,4,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,5,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,6,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,7,NA,NA,NA,NA
simon,Blackwell,2,31,Rugby Coach,Norfolk,8,NA,NA,NA,NA
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",7,3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",8,4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",9,1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece
sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",10,2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",1,11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",2,9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",3,1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",4,1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",5,4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",6,6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",7,4,IN,My All Time Favourite Desserts,Pastry Surprise
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",8,3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",9,2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece
stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",10,NA,NA,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,1,3,IN,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,2,10,IN,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,3,3,IN,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,4,1,STAR BAKER,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,5,4,STAR BAKER,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,6,3,STAR BAKER,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,7,4,IN,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,8,4,STAR BAKER,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,9,3,IN,NA,NA
steph,Blackwell,10,28,Shop assistant,Chester,10,3,Runner-up,NA,NA
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",1,6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",2,6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",3,3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",4,7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",5,5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",6,3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",7,1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",8,1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",9,3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece
steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",10,1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",1,11,OUT,Marley Madeira Cake,Purple Forest Gâteau
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",2,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",3,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",4,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",5,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",6,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",7,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",8,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",9,NA,NA,NA,NA
stu,Henshall,6,35,Professional musician,"Guildford, Surrey",10,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",1,9,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",2,9,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",3,7,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",4,8,OUT,Black Forest Torte,Choca Blocka Mocha Meringue
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",5,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",6,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",7,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",8,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",9,NA,NA,NA,NA
stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",10,NA,NA,NA,NA
tamal,Ray,6,29,Trainee anaesthetist,Manchester,1,4,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
tamal,Ray,6,29,Trainee anaesthetist,Manchester,2,8,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
tamal,Ray,6,29,Trainee anaesthetist,Manchester,3,3,IN,"Fig, Cheese and Walnut Breads",Breadcycle
tamal,Ray,6,29,Trainee anaesthetist,Manchester,4,5,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
tamal,Ray,6,29,Trainee anaesthetist,Manchester,5,7,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
tamal,Ray,6,29,Trainee anaesthetist,Manchester,6,7,IN,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
tamal,Ray,6,29,Trainee anaesthetist,Manchester,7,3,STAR BAKER,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
tamal,Ray,6,29,Trainee anaesthetist,Manchester,8,4,IN,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
tamal,Ray,6,29,Trainee anaesthetist,Manchester,9,2,IN,Chocolate New York Pie,Chocolate Bell Tower
tamal,Ray,6,29,Trainee anaesthetist,Manchester,10,3,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
terry,Hartill,9,56,Retired air steward,West Midlands,1,9,IN,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,2,8,IN,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,3,1,IN,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,4,NA,[a],NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,5,8,OUT,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,6,NA,NA,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,7,NA,NA,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,8,NA,NA,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,9,NA,NA,NA,NA
terry,Hartill,9,56,Retired air steward,West Midlands,10,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",1,13,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",2,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",3,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",4,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",5,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",6,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",7,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",8,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",9,NA,NA,NA,NA
toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",10,NA,NA,NA,NA
tom,Gilliford,7,26,Project engagement manager,Rochdale,1,2,IN,G&T Drizzle Cake,Black Forest Broken Mirror
tom,Gilliford,7,26,Project engagement manager,Rochdale,2,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
tom,Gilliford,7,26,Project engagement manager,Rochdale,3,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir
tom,Gilliford,7,26,Project engagement manager,Rochdale,4,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass
tom,Gilliford,7,26,Project engagement manager,Rochdale,5,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche
tom,Gilliford,7,26,Project engagement manager,Rochdale,6,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
tom,Gilliford,7,26,Project engagement manager,Rochdale,7,5,OUT,Millionaire's Roulade,Hipster Picnic
tom,Gilliford,7,26,Project engagement manager,Rochdale,8,NA,NA,NA,NA
tom,Gilliford,7,26,Project engagement manager,Rochdale,9,NA,NA,NA,NA
tom,Gilliford,7,26,Project engagement manager,Rochdale,10,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,1,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake
tom,Hetherington,8,29,Architect,Edinburgh,2,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game
tom,Hetherington,8,29,Architect,Edinburgh,3,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture
tom,Hetherington,8,29,Architect,Edinburgh,4,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake
tom,Hetherington,8,29,Architect,Edinburgh,5,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,6,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,7,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,8,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,9,NA,NA,NA,NA
tom,Hetherington,8,29,Architect,Edinburgh,10,NA,NA,NA,NA
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,1,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,7,IN,White Wine Biscotti,Baby Climbing into the Cookie Box
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",3,5,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",4,2,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,6,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,NA,NA,NA,NA
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",7,NA,NA,NA,NA
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",8,NA,NA,NA,NA
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",9,NA,NA,NA,NA
ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",10,NA,NA,NA,NA
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",1,7,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",2,7,IN,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",3,9,OUT,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",4,NA,NA,NA,NA
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",5,NA,NA,NA,NA
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",6,NA,NA,NA,NA
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",7,NA,NA,NA,NA
urvashi,Roe,2,40,Head of Marketing,"Enfield, London",8,NA,NA,NA,NA
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,1,10,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,2,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,3,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain"""
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,4,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,5,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,6,NA,NA,NA,NA
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,7,NA,NA,NA,NA
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,8,NA,NA,NA,NA
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,9,NA,NA,NA,NA
val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,10,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,1,4,STAR BAKER,Pear and Pecan,Blackbird Pie Cake
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,2,7,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels"
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,3,4,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,4,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,5,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,6,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,7,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,8,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,9,NA,NA,NA,NA
victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,10,NA,NA,NA,NA
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",1,5,IN,Cardamom and Pomegranate Cupcakes,UNKNOWN
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",2,6,IN,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",3,2,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls"
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",4,6,IN,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",5,5,IN,Family Fish Pie,Peach and Raspberry Meringue Pie
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",6,2,OUT,Baked Amaretto Cheesecake,Rose Croquembouche
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",7,NA,NA,NA,NA
yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",8,NA,NA,NA,NA
